ticker,exchange,icb2,evaluation_date,market_cap_vnd,market_cap_status,price_as_of,shares_as_of,ttm_window_status,ttm_missing_periods,ttm_duplicate_entries,future_income_rows_excluded,pbt_status,interest_expenses_status,financial_expenses_status,earnings_status,ttm_pbt_vnd,ttm_interest_expense_magnitude_vnd,ebit_proxy_vas_vnd,ttm_attributable_to_parent_company_vnd,balance_period_used,short_term_borrowings_vnd,short_term_borrowings_status,long_term_borrowings_vnd,long_term_borrowings_status,cash_and_cash_equivalents_vnd,cash_and_cash_equivalents_status,minority_interests_vnd,minority_interests_status,minority_interest_treatment,tev_vnd,tev_status,ebit_tev,ep,ebit_tev_exclusion_reason,ep_exclusion_reason,ebit_tev_eligible,ep_eligible,interest_financial_expense_anomaly_count,interest_financial_expense_anomaly_quarters,income_source_path,balance_source_path,market_cap_source_path,source,as_of,data_status,ttm_q1_period,pbt_q1_vnd,interest_expenses_raw_q1_vnd,interest_expense_magnitude_q1_vnd,financial_expenses_raw_q1_vnd,earnings_parent_q1_vnd,ttm_q2_period,pbt_q2_vnd,interest_expenses_raw_q2_vnd,interest_expense_magnitude_q2_vnd,financial_expenses_raw_q2_vnd,earnings_parent_q2_vnd,ttm_q3_period,pbt_q3_vnd,interest_expenses_raw_q3_vnd,interest_expense_magnitude_q3_vnd,financial_expenses_raw_q3_vnd,earnings_parent_q3_vnd,ttm_q4_period,pbt_q4_vnd,interest_expenses_raw_q4_vnd,interest_expense_magnitude_q4_vnd,financial_expenses_raw_q4_vnd,earnings_parent_q4_vnd,ebit_tev_rank,ep_rank,ebit_tev_in_cheap_set,ep_in_cheap_set
PTB,HOSE,TÀI NGUYÊN CƠ BẢN,2026-07-20,3514247590000,OK,2026-07-17,2025-12-31,OK,,,0,OK,OK,OK,OK,677104854214,84096588097,761201442311,533439603455,2026Q1,1550732971501,OK,449171597172,OK,429282510036,OK,144410286676,OK,INCLUDED_EXPLICIT_VALUE,5229279935313,OK,0.14556525023085,0.15179340379230366,,,True,True,0,,data/fundamentals/run_state/2026-07-17/normalized/PTB/income_statement.parquet,data/fundamentals/run_state/2026-07-17/normalized/PTB/balance_sheet.parquet,data/market_cap/2026-07-19/universe_market_cap.csv,Sprint 4 survivors + Sprint 3 normalized quarterly cache + calibrated KBS market cap,2026-07-17,OK,2026Q1,189796148786,-23906033470,23906033470,-34921419191,149758429941,2025Q4,158144401430,-23140417770,23140417770,-29923520995,123244314627,2025Q3,171117711311,-17784302853,17784302853,-20808127599,135863421137,2025Q2,158046592687,-19265834004,19265834004,-21399248611,124573437750,38,31,True,True
DHC,HOSE,TÀI NGUYÊN CƠ BẢN,2026-07-20,3061941230200,OK,2026-07-17,2025-12-31,OK,,,0,OK,OK,OK,OK,539693614035,38036837242,577730451277,454698610183,2026Q1,1063965163116,OK,0,OK,425778490429,OK,0,OK,INCLUDED_EXPLICIT_VALUE,3700127902887,OK,0.15613796777841915,0.14850011022363743,,,True,True,0,,data/fundamentals/run_state/2026-07-17/normalized/DHC/income_statement.parquet,data/fundamentals/run_state/2026-07-17/normalized/DHC/balance_sheet.parquet,data/market_cap/2026-07-19/universe_market_cap.csv,Sprint 4 survivors + Sprint 3 normalized quarterly cache + calibrated KBS market cap,2026-07-17,OK,2026Q1,170560964287,-11621907823,11621907823,-12570510179,137331542819,2025Q4,156882700577,-8726509367,8726509367,-8736572490,134790121067,2025Q3,115874447341,-8911715346,8911715346,-9446727457,99611116158,2025Q2,96375501830,-8776704706,8776704706,-11757252744,82965830139,31,32,True,True
HAH,HOSE,HÀNG & DỊCH VỤ CÔNG NGHIỆP,2026-07-20,8701326526200,OK,2026-07-17,2025-12-31,OK,,,0,OK,OK,OK,OK,1826292575437,130166570925,1956459146362,1273277486096,2026Q1,745457496221,OK,1184404524916,OK,817497036363,OK,936445825205,OK,INCLUDED_EXPLICIT_VALUE,10750137336179,OK,0.181993874606387,0.14633142225637857,,,True,True,0,,data/fundamentals/run_state/2026-07-17/normalized/HAH/income_statement.parquet,data/fundamentals/run_state/2026-07-17/normalized/HAH/balance_sheet.parquet,data/market_cap/2026-07-19/universe_market_cap.csv,Sprint 4 survivors + Sprint 3 normalized quarterly cache + calibrated KBS market cap,2026-07-17,OK,2026Q1,435820152355,-32605022422,32605022422,-34939999828,299995432719,2025Q4,442646558988,-34595076903,34595076903,-38516757401,307615382771,2025Q3,435109307112,-30317849551,30317849551,-33479613144,304048751153,2025Q2,512716556982,-32648622049,32648622049,-38963605907,361617919453,20,33,True,True
DTD,HNX,BẤT ĐỘNG SẢN,2026-07-20,1004946895600,OK,2026-07-17,2025-12-31,OK,,,0,OK,OK,OK,OK,349880398930,3932080265,353812479195,140781920323,2026Q1,9400000000,OK,38675844952,OK,125895883036,OK,334744266707,OK,INCLUDED_EXPLICIT_VALUE,1261871124223,OK,0.28038717457209494,0.14008891508535548,,,True,True,1,2025Q2,data/fundamentals/run_state/2026-07-17/normalized/DTD/income_statement.parquet,data/fundamentals/run_state/2026-07-17/normalized/DTD/balance_sheet.parquet,data/market_cap/2026-07-19/universe_market_cap.csv,Sprint 4 survivors + Sprint 3 normalized quarterly cache + calibrated KBS market cap,2026-07-17,OK,2026Q1,11183803791,-954181015,954181015,-954181015,6175413344,2025Q4,100979992378,-1023158781,1023158781,-2141881119,54802013953,2025Q3,44870236065,-770934655,770934655,-770934655,-22692987926,2025Q2,192846366696,1183805814,1183805814,-470961543,102497480952,5,34,True,True
PVT,HOSE,HÀNG & DỊCH VỤ CÔNG NGHIỆP,2026-07-20,8505755353500,OK,2026-07-17,2025-12-31,OK,,,0,OK,OK,OK,OK,1810789169034,441896133490,2252685302524,1143105935698,2026Q1,1394718382657,OK,5819854702311,OK,1556109255397,OK,2884359023351,OK,INCLUDED_EXPLICIT_VALUE,17048578206422,OK,0.1321333236853405,0.13439205434325452,,,True,True,0,,data/fundamentals/run_state/2026-07-17/normalized/PVT/income_statement.parquet,data/fundamentals/run_state/2026-07-17/normalized/PVT/balance_sheet.parquet,data/market_cap/2026-07-19/universe_market_cap.csv,Sprint 4 survivors + Sprint 3 normalized quarterly cache + calibrated KBS market cap,2026-07-17,OK,2026Q1,499983743189,-115220734747,115220734747,-142503846145,319047081954,2025Q4,438212284141,-115130491830,115130491830,-156235478757,265898037562,2025Q3,436198029259,-106795985176,106795985176,-141606135882,263378756810,2025Q2,436395112445,-104748921737,104748921737,-140352585869,294782059372,46,35,False,True
IJC,HOSE,BẤT ĐỘNG SẢN,2026-07-20,4948503830400,OK,2026-07-17,2025-12-31,OK,,,0,OK,OK,OK,OK,778711252549,48176249807,826887502356,656186304661,2026Q1,330537047420,OK,1064357215967,OK,826256565963,OK,0,OK,INCLUDED_EXPLICIT_VALUE,5517141527824,OK,0.14987607227145583,0.132602969938079,,,True,True,0,,data/fundamentals/run_state/2026-07-17/normalized/IJC/income_statement.parquet,data/fundamentals/run_state/2026-07-17/normalized/IJC/balance_sheet.parquet,data/market_cap/2026-07-19/universe_market_cap.csv,Sprint 4 survivors + Sprint 3 normalized quarterly cache + calibrated KBS market cap,2026-07-17,OK,2026Q1,125871010197,-11366780762,11366780762,-16952340214,104289019882,2025Q4,244225879829,-15453951055,15453951055,-21400922417,200046418513,2025Q3,299068103876,-9757798514,9757798514,-15370122065,254382802760,2025Q2,109546258647,-11597719476,11597719476,-22653550915,97468063506,36,36,True,True
PVP,HOSE,HÀNG & DỊCH VỤ CÔNG NGHIỆP,2026-07-20,1768126806600,OK,2026-07-17,,OK,,,0,OK,OK,OK,OK,292340806388,49270724215,341611530603,233640665277,2026Q1,146174704993,OK,541000466664,OK,493538331206,OK,0,OK,INCLUDED_EXPLICIT_VALUE,1961763647051,OK,0.17413490718748095,0.13214022003674994,,,True,True,0,,data/fundamentals/run_state/2026-07-17/normalized/PVP/income_statement.parquet,data/fundamentals/run_state/2026-07-17/normalized/PVP/balance_sheet.parquet,data/market_cap/2026-07-19/universe_market_cap.csv,Sprint 4 survivors + Sprint 3 normalized quarterly cache + calibrated KBS market cap,2026-07-17,OK,2026Q1,94173951705,-11084588511,11084588511,-14813101307,75543199612,2025Q4,55765605974,-12071731138,12071731138,-14385374810,43867285779,2025Q3,85875050582,-12517423843,12517423843,-13519896982,69212542535,2025Q2,56526198127,-13596980723,13596980723,-23359356566,45017637351,22,37,True,True
KSV,HNX,TÀI NGUYÊN CƠ BẢN,2026-07-20,19980000000000,OK,2026-07-17,2025-12-31,OK,,,0,OK,OK,OK,OK,3168423410297,159268477002,3327691887299,2617933490554,2026Q1,1059596521866,OK,819923764717,OK,1748626095493,OK,342587543855,OK,INCLUDED_EXPLICIT_VALUE,20453481734945,OK,0.1626956197689121,0.13102770222992993,,,True,True,0,,data/fundamentals/run_state/2026-07-17/normalized/KSV/income_statement.parquet,data/fundamentals/run_state/2026-07-17/normalized/KSV/balance_sheet.parquet,data/market_cap/2026-07-19/universe_market_cap.csv,Sprint 4 survivors + Sprint 3 normalized quarterly cache + calibrated KBS market cap,2026-07-17,OK,2026Q1,1119955812001,-35270119447,35270119447,-35270119447,978605344555,2025Q4,713496186803,-37027878840,37027878840,-37678599769,534028128814,2025Q3,748394603525,-39507451036,39507451036,-39530499197,594780257161,2025Q2,586576807968,-47463027679,47463027679,-53407540738,510519760024,27,38,True,True
IDC,HNX,BẤT ĐỘNG SẢN,2026-07-20,14193255980200,OK,2026-07-17,2025-12-31,OK,,,0,OK,OK,OK,OK,2817333880276,165148797959,2982482678235,1859108467464,2026Q1,2582741349305,OK,3160817090833,OK,800729495703,OK,2123268090778,OK,INCLUDED_EXPLICIT_VALUE,21259353015413,OK,0.14029037836065397,0.1309853405066117,,,True,True,1,2025Q4,data/fundamentals/run_state/2026-07-17/normalized/IDC/income_statement.parquet,data/fundamentals/run_state/2026-07-17/normalized/IDC/balance_sheet.parquet,data/market_cap/2026-07-19/universe_market_cap.csv,Sprint 4 survivors + Sprint 3 normalized quarterly cache + calibrated KBS market cap,2026-07-17,OK,2026Q1,420297126978,-58741206811,58741206811,-58967381247,270595917639,2025Q4,659219588033,-43891490863,43891490863,-42472227098,449103567116,2025Q3,1218492728027,-33912013940,33912013940,-34133582233,841835881584,2025Q2,519324437238,-28604086345,28604086345,-29939147355,297573101125,42,39,True,True
PC1,HOSE,XÂY DỰNG VÀ VẬT LIỆU,2026-07-20,8966020477400,OK,2026-07-17,2025-12-31,OK,,,0,OK,OK,OK,OK,1705777299188,699237303379,2405014602567,1167159311464,2026Q1,5441975491243,OK,6910755459297,OK,3241210030639,OK,2389722018936,OK,INCLUDED_EXPLICIT_VALUE,20467263416237,OK,0.11750543068005195,0.13017584717835232,,,True,True,0,,data/fundamentals/run_state/2026-07-17/normalized/PC1/income_statement.parquet,data/fundamentals/run_state/2026-07-17/normalized/PC1/balance_sheet.parquet,data/market_cap/2026-07-19/universe_market_cap.csv,Sprint 4 survivors + Sprint 3 normalized quarterly cache + calibrated KBS market cap,2026-07-17,OK,2026Q1,310185716915,-182764903376,182764903376,-188792680390,181063469699,2025Q4,747693028386,-172217090381,172217090381,-178572798523,543338146444,2025Q3,445896313496,-174955712620,174955712620,-202007576378,300870158225,2025Q2,202002240391,-169299597002,169299597002,-227056936155,141887537096,56,40,False,True
DP3,HNX,Y TẾ,2026-07-20,1324395872800,OK,2026-07-17,,OK,,,0,OK,OK,OK,OK,206261592204,1189665851,207451258055,166986914841,2026Q1,32818654940,OK,0,OK,3710094145,OK,0,OK,INCLUDED_EXPLICIT_VALUE,1353504433595,OK,0.15326972923464707,0.1260853482486026,,,True,True,0,,data/fundamentals/run_state/2026-07-17/normalized/DP3/income_statement.parquet,data/fundamentals/run_state/2026-07-17/normalized/DP3/balance_sheet.parquet,data/market_cap/2026-07-19/universe_market_cap.csv,Sprint 4 survivors + Sprint 3 normalized quarterly cache + calibrated KBS market cap,2026-07-17,OK,2026Q1,43537463962,-559720634,559720634,-582635982,34777782295,2025Q4,93062497029,-225185943,225185943,-230145463,77086354028,2025Q3,28841165126,-169555826,169555826,-169555826,23023568464,2025Q2,40820466087,-235203448,235203448,-296055747,32099210054,34,41,True,True
DXS,HOSE,BẤT ĐỘNG SẢN,2026-07-20,3879990930800,OK,2026-07-17,2022-12-31,OK,,,0,OK,OK,OK,OK,907077802949,110589028435,1017666831384,485538263002,2026Q1,2035934861162,OK,994027406012,OK,445757099040,OK,2589200097283,OK,INCLUDED_EXPLICIT_VALUE,9053396196217,OK,0.11240719055344517,0.12513902008061878,,,True,True,0,,data/fundamentals/run_state/2026-07-17/normalized/DXS/income_statement.parquet,data/fundamentals/run_state/2026-07-17/normalized/DXS/balance_sheet.parquet,data/market_cap/2026-07-19/universe_market_cap.csv,Sprint 4 survivors + Sprint 3 normalized quarterly cache + calibrated KBS market cap,2026-07-17,OK,2026Q1,324669102691,-36204354879,36204354879,-52028520199,189132794826,2025Q4,60338180141,-29436614919,29436614919,-36024718104,2644832603,2025Q3,144345769008,-23535843289,23535843289,-23611010574,77627463241,2025Q2,377724751109,-21412215348,21412215348,-22214376427,216133172332,60,42,False,True
VHC,HOSE,THỰC PHẨM VÀ ĐỒ UỐNG,2026-07-20,11980720694800,OK,2026-07-17,2025-12-31,OK,,,0,OK,OK,OK,OK,1836240114788,52424656381,1888664771169,1491375471118,2026Q1,2300004103471,OK,0,OK,2093771897470,OK,453682312033,OK,INCLUDED_EXPLICIT_VALUE,12640635212834,OK,0.14941217267716453,0.12448128197874629,,,True,True,1,2025Q2,data/fundamentals/run_state/2026-07-17/normalized/VHC/income_statement.parquet,data/fundamentals/run_state/2026-07-17/normalized/VHC/balance_sheet.parquet,data/market_cap/2026-07-19/universe_market_cap.csv,Sprint 4 survivors + Sprint 3 normalized quarterly cache + calibrated KBS market cap,2026-07-17,OK,2026Q1,340928326021,-15626622526,15626622526,-26459590661,266164835324,2025Q4,350337713820,-11734740081,11734740081,-25184165691,277448065575,2025Q3,534713579189,-10942217584,10942217584,-22037728055,432997805953,2025Q2,610260495758,-14121076190,14121076190,-4514188358,514764764266,37,43,True,True
TTA,HOSE,"ĐIỆN, NƯỚC & XĂNG DẦU KHÍ ĐỐT",2026-07-20,2017717683100,OK,2026-07-17,2025-12-31,OK,,,0,OK,OK,OK,OK,265712223316,127085451568,392797674884,248546920147,2026Q1,280464347852,OK,1259715008808,OK,3874933051,OK,0,OK,INCLUDED_EXPLICIT_VALUE,3554022106709,OK,0.11052201226956575,0.12318220840743942,,,True,True,0,,data/fundamentals/run_state/2026-07-17/normalized/TTA/income_statement.parquet,data/fundamentals/run_state/2026-07-17/normalized/TTA/balance_sheet.parquet,data/market_cap/2026-07-19/universe_market_cap.csv,Sprint 4 survivors + Sprint 3 normalized quarterly cache + calibrated KBS market cap,2026-07-17,OK,2026Q1,63298139123,-29650694118,29650694118,-29650694118,59710411141,2025Q4,47035229252,-32190847700,32190847700,-33214907754,43293340589,2025Q3,86754835573,-31466489756,31466489756,-31466489756,80864700919,2025Q2,68624019368,-33777419994,33777419994,-33777419994,64678467498,63,44,False,True
