ticker,exchange,icb2,evaluation_date,market_cap_vnd,market_cap_status,price_as_of,shares_as_of,ttm_window_status,ttm_missing_periods,ttm_duplicate_entries,future_income_rows_excluded,pbt_status,interest_expenses_status,financial_expenses_status,earnings_status,ttm_pbt_vnd,ttm_interest_expense_magnitude_vnd,ebit_proxy_vas_vnd,ttm_attributable_to_parent_company_vnd,balance_period_used,short_term_borrowings_vnd,short_term_borrowings_status,long_term_borrowings_vnd,long_term_borrowings_status,cash_and_cash_equivalents_vnd,cash_and_cash_equivalents_status,minority_interests_vnd,minority_interests_status,minority_interest_treatment,tev_vnd,tev_status,ebit_tev,ep,ebit_tev_exclusion_reason,ep_exclusion_reason,ebit_tev_eligible,ep_eligible,interest_financial_expense_anomaly_count,interest_financial_expense_anomaly_quarters,income_source_path,balance_source_path,market_cap_source_path,source,as_of,data_status,ttm_q1_period,pbt_q1_vnd,interest_expenses_raw_q1_vnd,interest_expense_magnitude_q1_vnd,financial_expenses_raw_q1_vnd,earnings_parent_q1_vnd,ttm_q2_period,pbt_q2_vnd,interest_expenses_raw_q2_vnd,interest_expense_magnitude_q2_vnd,financial_expenses_raw_q2_vnd,earnings_parent_q2_vnd,ttm_q3_period,pbt_q3_vnd,interest_expenses_raw_q3_vnd,interest_expense_magnitude_q3_vnd,financial_expenses_raw_q3_vnd,earnings_parent_q3_vnd,ttm_q4_period,pbt_q4_vnd,interest_expenses_raw_q4_vnd,interest_expense_magnitude_q4_vnd,financial_expenses_raw_q4_vnd,earnings_parent_q4_vnd,ebit_tev_rank,ep_rank,ebit_tev_in_cheap_set,ep_in_cheap_set
LHG,HOSE,BẤT ĐỘNG SẢN,2026-07-20,1407838081500,OK,2026-07-17,2025-12-31,OK,,,0,OK,OK,OK,OK,365839429211,13636620220,379476049431,294555818262,2026Q1,28737542260,OK,219058960000,OK,79500224191,OK,0,OK,INCLUDED_EXPLICIT_VALUE,1576134359569,OK,0.2407637693621305,0.2092256361954363,,,True,True,3,2026Q1|2025Q4|2025Q3,data/fundamentals/run_state/2026-07-17/normalized/LHG/income_statement.parquet,data/fundamentals/run_state/2026-07-17/normalized/LHG/balance_sheet.parquet,data/market_cap/2026-07-19/universe_market_cap.csv,Sprint 4 survivors + Sprint 3 normalized quarterly cache + calibrated KBS market cap,2026-07-17,OK,2026Q1,139882832225,-4487095578,4487095578,-4389328665,112183216200,2025Q4,56851531200,-2956943350,2956943350,-1266275962,46465219146,2025Q3,57055933683,-2955257916,2955257916,-964239850,46094191870,2025Q2,112049132103,-3237323376,3237323376,-4696580022,89813191046,11,9,True,True
PVS,HNX,DẦU KHÍ,2026-07-20,19587389791700,OK,2026-07-17,2025-12-31,OK,,,0,OK,OK,OK,OK,2348785584618,67196380357,2415981964975,1933585203666,2026Q1,554144507864,OK,768259100925,OK,11434381985968,OK,1195935222318,OK,INCLUDED_EXPLICIT_VALUE,10671346636839,OK,0.22639897729820602,0.09871581789245555,,,True,True,0,,data/fundamentals/run_state/2026-07-17/normalized/PVS/income_statement.parquet,data/fundamentals/run_state/2026-07-17/normalized/PVS/balance_sheet.parquet,data/market_cap/2026-07-19/universe_market_cap.csv,Sprint 4 survivors + Sprint 3 normalized quarterly cache + calibrated KBS market cap,2026-07-17,OK,2026Q1,528252738658,-16602958852,16602958852,-71815823776,415589090328,2025Q4,987444434611,-16232723753,16232723753,-41644426745,835348462881,2025Q3,379979684933,-17001734240,17001734240,-29765575627,324048518836,2025Q2,453108726416,-17358963512,17358963512,-23660802062,358599131621,12,65,True,False
NCT,HOSE,HÀNG & DỊCH VỤ CÔNG NGHIỆP,2026-07-20,2488361113200,OK,2026-07-17,,OK,,,0,OK,OK,OK,OK,523885170348,0,523885170348,428454406336,2026Q1,0,OK,0,OK,123774864053,OK,0,OK,INCLUDED_EXPLICIT_VALUE,2364586249147,OK,0.22155468870589354,0.17218337164295788,,,True,True,0,,data/fundamentals/run_state/2026-07-17/normalized/NCT/income_statement.parquet,data/fundamentals/run_state/2026-07-17/normalized/NCT/balance_sheet.parquet,data/market_cap/2026-07-19/universe_market_cap.csv,Sprint 4 survivors + Sprint 3 normalized quarterly cache + calibrated KBS market cap,2026-07-17,OK,2026Q1,125822762428,0,0,-78024470,105986698323,2025Q4,154948849050,0,0,-56344044,122735360264,2025Q3,136187822150,0,0,-30502037,114344072069,2025Q2,106925736720,0,0,-26239767,85388275680,13,20,True,True
SJD,HOSE,"ĐIỆN, NƯỚC & XĂNG DẦU KHÍ ĐỐT",2026-07-20,965980680000,OK,2026-07-17,2025-12-31,OK,,,0,OK,OK,OK,OK,212083968118,14676543667,226760511785,170255017408,2026Q1,8547081330,OK,189240942184,OK,144874950598,OK,10938982387,OK,INCLUDED_EXPLICIT_VALUE,1029832735303,OK,0.22019159423814777,0.17625095504808647,,,True,True,0,,data/fundamentals/run_state/2026-07-17/normalized/SJD/income_statement.parquet,data/fundamentals/run_state/2026-07-17/normalized/SJD/balance_sheet.parquet,data/market_cap/2026-07-19/universe_market_cap.csv,Sprint 4 survivors + Sprint 3 normalized quarterly cache + calibrated KBS market cap,2026-07-17,OK,2026Q1,26619532551,-2305204767,2305204767,-2305204767,21092262719,2025Q4,7419894449,-5080276564,5080276564,-7297726598,6533634737,2025Q3,131423950365,-2313830115,2313830115,-2314084088,105634691949,2025Q2,46620590753,-4977232221,4977232221,-7570781032,36994428003,14,19,True,True
NDN,HNX,BẤT ĐỘNG SẢN,2026-07-20,730910947200,OK,2026-07-17,2025-12-31,OK,,,0,OK,OK,OK,OK,143843430536,2254204900,146097635436,125721511313,2026Q1,0,OK,0,OK,60734268915,OK,15888061377,OK,INCLUDED_EXPLICIT_VALUE,686064739662,OK,0.21295021736283543,0.17200660599573517,,,True,True,0,,data/fundamentals/run_state/2026-07-17/normalized/NDN/income_statement.parquet,data/fundamentals/run_state/2026-07-17/normalized/NDN/balance_sheet.parquet,data/market_cap/2026-07-19/universe_market_cap.csv,Sprint 4 survivors + Sprint 3 normalized quarterly cache + calibrated KBS market cap,2026-07-17,OK,2026Q1,918630573,-179467094,179467094,-21851064751,569732699,2025Q4,28379502341,-113975888,113975888,-19054966598,24931842614,2025Q3,85147103461,-885568331,885568331,-13789080818,70917810965,2025Q2,29398194161,-1075193587,1075193587,6746976202,29302125035,15,21,True,True
DHA,HOSE,XÂY DỰNG VÀ VẬT LIỆU,2026-07-20,711027825900,OK,2026-07-17,2025-12-31,OK,,,0,OK,OK,OK,OK,136851428310,0,136851428310,111564945419,2026Q1,0,OK,0,OK,36946329170,OK,1083988,OK,INCLUDED_EXPLICIT_VALUE,674082580718,OK,0.20301878764502787,0.15690658136731017,,,True,True,0,,data/fundamentals/run_state/2026-07-17/normalized/DHA/income_statement.parquet,data/fundamentals/run_state/2026-07-17/normalized/DHA/balance_sheet.parquet,data/market_cap/2026-07-19/universe_market_cap.csv,Sprint 4 survivors + Sprint 3 normalized quarterly cache + calibrated KBS market cap,2026-07-17,OK,2026Q1,32622718859,0,0,-3935186,26193215923,2025Q4,21954665397,0,0,770505613,19032105958,2025Q3,41919453280,0,0,-3907844,34054863657,2025Q2,40354590774,0,0,-1778779786,32284759881,16,28,True,True
ANV,HOSE,THỰC PHẨM VÀ ĐỒ UỐNG,2026-07-20,4819229075000,OK,2026-07-17,2023-12-31,OK,,,0,OK,OK,OK,OK,1245227234543,69436018544,1314663253087,1062819418622,2026Q1,1764621181450,OK,53171320060,OK,30765893538,OK,0,OK,INCLUDED_EXPLICIT_VALUE,6606255682972,OK,0.1990027810270225,0.22053722744482737,,,True,True,0,,data/fundamentals/run_state/2026-07-17/normalized/ANV/income_statement.parquet,data/fundamentals/run_state/2026-07-17/normalized/ANV/balance_sheet.parquet,data/market_cap/2026-07-19/universe_market_cap.csv,Sprint 4 survivors + Sprint 3 normalized quarterly cache + calibrated KBS market cap,2026-07-17,OK,2026Q1,237191238295,-17091681278,17091681278,-21386003121,195357833650,2025Q4,294852258565,-17992051897,17992051897,-20307753322,251570878518,2025Q3,343498882706,-16143299241,16143299241,-16671249586,283077814084,2025Q2,369684854977,-18208986128,18208986128,-19276119991,332812892370,17,7,True,True
PNJ,HOSE,HÀNG CÁ NHÂN & GIA DỤNG,2026-07-20,22004044237000,OK,2026-07-17,2025-12-31,OK,,,0,OK,OK,OK,OK,4558412851157,140805733623,4699218584780,3618174866109,2026Q1,2893621845273,OK,0,OK,923543256525,OK,0,OK,INCLUDED_EXPLICIT_VALUE,23974122825748,OK,0.19601211768770452,0.16443226650240078,,,True,True,0,,data/fundamentals/run_state/2026-07-17/normalized/PNJ/income_statement.parquet,data/fundamentals/run_state/2026-07-17/normalized/PNJ/balance_sheet.parquet,data/market_cap/2026-07-19/universe_market_cap.csv,Sprint 4 survivors + Sprint 3 normalized quarterly cache + calibrated KBS market cap,2026-07-17,OK,2026Q1,1864810619071,-50571525907,50571525907,-55085199262,1467405321344,2025Q4,1520456231057,-33497968561,33497968561,-39201911986,1218067714794,2025Q3,625753181461,-24063535984,24063535984,-30542311945,495704579157,2025Q2,547392819568,-32672703171,32672703171,-46383324153,436997250814,18,23,True,True
RAL,HOSE,HÀNG CÁ NHÂN & GIA DỤNG,2026-07-20,1930888358000,OK,2026-07-17,,OK,,,0,OK,OK,OK,OK,431729099350,109474036640,541203135990,376822255623,2026Q1,3089524734022,OK,837486394,OK,2130663108908,OK,0,OK,INCLUDED_EXPLICIT_VALUE,2890587469508,OK,0.18722946172672536,0.19515486437201876,,,True,True,0,,data/fundamentals/run_state/2026-07-17/normalized/RAL/income_statement.parquet,data/fundamentals/run_state/2026-07-17/normalized/RAL/balance_sheet.parquet,data/market_cap/2026-07-19/universe_market_cap.csv,Sprint 4 survivors + Sprint 3 normalized quarterly cache + calibrated KBS market cap,2026-07-17,OK,2026Q1,131599124255,-28909453507,28909453507,-29258718902,116574941237,2025Q4,126984777199,-26559328258,26559328258,-34753255075,109578441042,2025Q3,92136624538,-27191217314,27191217314,-27317796868,80845718146,2025Q2,81008573358,-26814037561,26814037561,-27109690407,69823155198,19,13,True,True
HAH,HOSE,HÀNG & DỊCH VỤ CÔNG NGHIỆP,2026-07-20,8701326526200,OK,2026-07-17,2025-12-31,OK,,,0,OK,OK,OK,OK,1826292575437,130166570925,1956459146362,1273277486096,2026Q1,745457496221,OK,1184404524916,OK,817497036363,OK,936445825205,OK,INCLUDED_EXPLICIT_VALUE,10750137336179,OK,0.181993874606387,0.14633142225637857,,,True,True,0,,data/fundamentals/run_state/2026-07-17/normalized/HAH/income_statement.parquet,data/fundamentals/run_state/2026-07-17/normalized/HAH/balance_sheet.parquet,data/market_cap/2026-07-19/universe_market_cap.csv,Sprint 4 survivors + Sprint 3 normalized quarterly cache + calibrated KBS market cap,2026-07-17,OK,2026Q1,435820152355,-32605022422,32605022422,-34939999828,299995432719,2025Q4,442646558988,-34595076903,34595076903,-38516757401,307615382771,2025Q3,435109307112,-30317849551,30317849551,-33479613144,304048751153,2025Q2,512716556982,-32648622049,32648622049,-38963605907,361617919453,20,33,True,True
MSH,HOSE,HÀNG CÁ NHÂN & GIA DỤNG,2026-07-20,3544412130000,OK,2026-07-17,2024-12-31,OK,,,0,OK,OK,OK,OK,817556318630,65988915555,883545234185,627231276926,2026Q1,625740610137,OK,631913036728,OK,208823449240,OK,293931969498,OK,INCLUDED_EXPLICIT_VALUE,4887174297123,OK,0.18078856624882986,0.1769634156302247,,,True,True,0,,data/fundamentals/run_state/2026-07-17/normalized/MSH/income_statement.parquet,data/fundamentals/run_state/2026-07-17/normalized/MSH/balance_sheet.parquet,data/market_cap/2026-07-19/universe_market_cap.csv,Sprint 4 survivors + Sprint 3 normalized quarterly cache + calibrated KBS market cap,2026-07-17,OK,2026Q1,103278576909,-15351040831,15351040831,-21411356189,81659458191,2025Q4,251007622662,-15281030139,15281030139,-23858368955,187364364766,2025Q3,244697692441,-16214636425,16214636425,-22038331446,200704624815,2025Q2,218572426618,-19142208160,19142208160,-24342492148,157502829154,21,18,True,True
PVP,HOSE,HÀNG & DỊCH VỤ CÔNG NGHIỆP,2026-07-20,1768126806600,OK,2026-07-17,,OK,,,0,OK,OK,OK,OK,292340806388,49270724215,341611530603,233640665277,2026Q1,146174704993,OK,541000466664,OK,493538331206,OK,0,OK,INCLUDED_EXPLICIT_VALUE,1961763647051,OK,0.17413490718748095,0.13214022003674994,,,True,True,0,,data/fundamentals/run_state/2026-07-17/normalized/PVP/income_statement.parquet,data/fundamentals/run_state/2026-07-17/normalized/PVP/balance_sheet.parquet,data/market_cap/2026-07-19/universe_market_cap.csv,Sprint 4 survivors + Sprint 3 normalized quarterly cache + calibrated KBS market cap,2026-07-17,OK,2026Q1,94173951705,-11084588511,11084588511,-14813101307,75543199612,2025Q4,55765605974,-12071731138,12071731138,-14385374810,43867285779,2025Q3,85875050582,-12517423843,12517423843,-13519896982,69212542535,2025Q2,56526198127,-13596980723,13596980723,-23359356566,45017637351,22,37,True,True
DXP,HNX,HÀNG & DỊCH VỤ CÔNG NGHIỆP,2026-07-20,778831729000,OK,2026-07-17,2025-12-31,OK,,,0,OK,OK,OK,OK,193562717967,14468968942,208031686909,155309381235,2026Q1,195072586905,OK,294378130676,OK,72028678771,OK,4411925925,OK,INCLUDED_EXPLICIT_VALUE,1200665693735,OK,0.1732636220011087,0.1994132691979733,,,True,True,1,2025Q4,data/fundamentals/run_state/2026-07-17/normalized/DXP/income_statement.parquet,data/fundamentals/run_state/2026-07-17/normalized/DXP/balance_sheet.parquet,data/market_cap/2026-07-19/universe_market_cap.csv,Sprint 4 survivors + Sprint 3 normalized quarterly cache + calibrated KBS market cap,2026-07-17,OK,2026Q1,62962393055,-6952484297,6952484297,-7833696388,50144680051,2025Q4,58213274343,-5624366812,5624366812,-4196683000,47151245359,2025Q3,36327837073,-1428799732,1428799732,-1428799732,29016845028,2025Q2,36059213496,-463318101,463318101,-463318101,28996610797,23,12,True,True
BNA,HNX,THỰC PHẨM VÀ ĐỒ UỐNG,2026-07-20,109372879000,OK,2026-07-17,2024-12-31,OK,,,0,OK,OK,OK,OK,73286861260,67020043625,140306904885,55253239646,2026Q1,604572769200,OK,127629117586,OK,33872999314,OK,8590211734,OK,INCLUDED_EXPLICIT_VALUE,816291978206,OK,0.17188323373379036,0.5051822732580716,,,True,True,2,2026Q1|2025Q2,data/fundamentals/run_state/2026-07-17/normalized/BNA/income_statement.parquet,data/fundamentals/run_state/2026-07-17/normalized/BNA/balance_sheet.parquet,data/market_cap/2026-07-19/universe_market_cap.csv,Sprint 4 survivors + Sprint 3 normalized quarterly cache + calibrated KBS market cap,2026-07-17,OK,2026Q1,3350597329,-15348760897,15348760897,-11227446212,3713303493,2025Q4,13206278540,-16878980453,16878980453,-18087141095,11559094773,2025Q3,65317778336,-16858417823,16858417823,-16858484309,56816073068,2025Q2,-8587792945,-17933884452,17933884452,-17837178822,-16835231688,24,1,True,True
DGC,HOSE,HÓA CHẤT,2026-07-20,17014072902400,OK,2026-07-17,2025-12-31,OK,,,0,OK,OK,OK,OK,3087016766340,40368599619,3127385365959,2589885698250,2026Q1,1171177470996,OK,0,OK,266877422938,OK,363994595358,OK,INCLUDED_EXPLICIT_VALUE,18282367545816,OK,0.1710601954654782,0.15222020694907634,,,True,True,0,,data/fundamentals/run_state/2026-07-17/normalized/DGC/income_statement.parquet,data/fundamentals/run_state/2026-07-17/normalized/DGC/balance_sheet.parquet,data/market_cap/2026-07-19/universe_market_cap.csv,Sprint 4 survivors + Sprint 3 normalized quarterly cache + calibrated KBS market cap,2026-07-17,OK,2026Q1,497561182050,-6603199308,6603199308,-12915569462,408823552715,2025Q4,701837997568,-11954382314,11954382314,-29224335566,587174696904,2025Q3,901292276958,-11932581651,11932581651,-18814153121,751640144097,2025Q2,986325309764,-9878436346,9878436346,-44602938295,842247304534,25,30,True,True
FMC,HOSE,THỰC PHẨM VÀ ĐỒ UỐNG,2026-07-20,2213413892650,OK,2026-07-17,2025-12-31,OK,,,0,OK,OK,OK,OK,426323404983,57144822631,483468227614,359897245012,2026Q1,987714193447,OK,0,OK,563867786969,OK,291998863240,OK,INCLUDED_EXPLICIT_VALUE,2929259162368,OK,0.16504795267864467,0.16259825882863443,,,True,True,0,,data/fundamentals/run_state/2026-07-17/normalized/FMC/income_statement.parquet,data/fundamentals/run_state/2026-07-17/normalized/FMC/balance_sheet.parquet,data/market_cap/2026-07-19/universe_market_cap.csv,Sprint 4 survivors + Sprint 3 normalized quarterly cache + calibrated KBS market cap,2026-07-17,OK,2026Q1,51291407357,-12896360094,12896360094,-17165899336,40852316596,2025Q4,166335466715,-15764820630,15764820630,-22294742487,141439902499,2025Q3,108020950004,-14371696250,14371696250,-14622116031,97164218054,2025Q2,100675580907,-14111945657,14111945657,-16044989681,80440807863,26,26,True,True
KSV,HNX,TÀI NGUYÊN CƠ BẢN,2026-07-20,19980000000000,OK,2026-07-17,2025-12-31,OK,,,0,OK,OK,OK,OK,3168423410297,159268477002,3327691887299,2617933490554,2026Q1,1059596521866,OK,819923764717,OK,1748626095493,OK,342587543855,OK,INCLUDED_EXPLICIT_VALUE,20453481734945,OK,0.1626956197689121,0.13102770222992993,,,True,True,0,,data/fundamentals/run_state/2026-07-17/normalized/KSV/income_statement.parquet,data/fundamentals/run_state/2026-07-17/normalized/KSV/balance_sheet.parquet,data/market_cap/2026-07-19/universe_market_cap.csv,Sprint 4 survivors + Sprint 3 normalized quarterly cache + calibrated KBS market cap,2026-07-17,OK,2026Q1,1119955812001,-35270119447,35270119447,-35270119447,978605344555,2025Q4,713496186803,-37027878840,37027878840,-37678599769,534028128814,2025Q3,748394603525,-39507451036,39507451036,-39530499197,594780257161,2025Q2,586576807968,-47463027679,47463027679,-53407540738,510519760024,27,38,True,True
HAG,HOSE,THỰC PHẨM VÀ ĐỒ UỐNG,2026-07-20,18440659567650,OK,2026-07-17,2025-12-31,OK,,,0,OK,OK,OK,OK,3005836703000,1182251572000,4188088275000,2907668626000,2026Q1,5371026430000,OK,1427132731000,OK,332445818000,OK,1222514927000,OK,INCLUDED_EXPLICIT_VALUE,26128887837650,OK,0.16028574583895,0.1576770405273818,,,True,True,2,2026Q1|2025Q3,data/fundamentals/run_state/2026-07-17/normalized/HAG/income_statement.parquet,data/fundamentals/run_state/2026-07-17/normalized/HAG/balance_sheet.parquet,data/market_cap/2026-07-19/universe_market_cap.csv,Sprint 4 survivors + Sprint 3 normalized quarterly cache + calibrated KBS market cap,2026-07-17,OK,2026Q1,1162707232000,582851166000,582851166000,576523827000,1125563507000,2025Q4,910597577000,-178479613000,178479613000,878065440000,873238738000,2025Q3,432077443000,-203624684000,203624684000,-198536711000,415963585000,2025Q2,500454451000,-217296109000,217296109000,-286378843000,492902796000,28,27,True,True
AGG,HOSE,BẤT ĐỘNG SẢN,2026-07-20,1860946527450,OK,2026-07-17,2025-12-31,OK,,,0,OK,OK,OK,OK,349274733536,102558113362,451832846898,373941986481,2026Q1,1006564333826,OK,0,OK,46390210765,OK,81343007,OK,INCLUDED_EXPLICIT_VALUE,2821201993518,OK,0.16015614902305192,0.2009418223281255,,,True,True,0,,data/fundamentals/run_state/2026-07-17/normalized/AGG/income_statement.parquet,data/fundamentals/run_state/2026-07-17/normalized/AGG/balance_sheet.parquet,data/market_cap/2026-07-19/universe_market_cap.csv,Sprint 4 survivors + Sprint 3 normalized quarterly cache + calibrated KBS market cap,2026-07-17,OK,2026Q1,8518850772,-22634835672,22634835672,-25261306406,5015102306,2025Q4,92962069740,-26578490963,26578490963,-27224336797,179331985756,2025Q3,142596952157,-27943908097,27943908097,-34262094067,108996020595,2025Q2,105196860867,-25400878630,25400878630,-40135592737,80598877824,29,11,True,True
THG,HOSE,XÂY DỰNG VÀ VẬT LIỆU,2026-07-20,1034183425800,OK,2026-07-17,2025-12-31,OK,,,0,OK,OK,OK,OK,202760201927,26914560826,229674762753,161228954511,2026Q1,286182541964,OK,359222831994,OK,234024705882,OK,12044514251,OK,INCLUDED_EXPLICIT_VALUE,1457608608127,OK,0.15756957078356432,0.1558997664135646,,,True,True,0,,data/fundamentals/run_state/2026-07-17/normalized/THG/income_statement.parquet,data/fundamentals/run_state/2026-07-17/normalized/THG/balance_sheet.parquet,data/market_cap/2026-07-19/universe_market_cap.csv,Sprint 4 survivors + Sprint 3 normalized quarterly cache + calibrated KBS market cap,2026-07-17,OK,2026Q1,39379500431,-7324315330,7324315330,-7377933308,32009755908,2025Q4,54303571323,-6615517823,6615517823,-6650975678,43337124081,2025Q3,56890856752,-6472346822,6472346822,-6598142015,45245053457,2025Q2,52186273421,-6502380851,6502380851,-6597433737,40637021065,30,29,True,True
DHC,HOSE,TÀI NGUYÊN CƠ BẢN,2026-07-20,3061941230200,OK,2026-07-17,2025-12-31,OK,,,0,OK,OK,OK,OK,539693614035,38036837242,577730451277,454698610183,2026Q1,1063965163116,OK,0,OK,425778490429,OK,0,OK,INCLUDED_EXPLICIT_VALUE,3700127902887,OK,0.15613796777841915,0.14850011022363743,,,True,True,0,,data/fundamentals/run_state/2026-07-17/normalized/DHC/income_statement.parquet,data/fundamentals/run_state/2026-07-17/normalized/DHC/balance_sheet.parquet,data/market_cap/2026-07-19/universe_market_cap.csv,Sprint 4 survivors + Sprint 3 normalized quarterly cache + calibrated KBS market cap,2026-07-17,OK,2026Q1,170560964287,-11621907823,11621907823,-12570510179,137331542819,2025Q4,156882700577,-8726509367,8726509367,-8736572490,134790121067,2025Q3,115874447341,-8911715346,8911715346,-9446727457,99611116158,2025Q2,96375501830,-8776704706,8776704706,-11757252744,82965830139,31,32,True,True
AAA,HOSE,HÓA CHẤT,2026-07-20,2842822510600,OK,2026-07-17,2025-12-31,OK,,,0,OK,OK,OK,OK,665879647941,126203706254,792083354195,481340845476,2026Q1,1904002087376,OK,1127106542906,OK,1402459989393,OK,617597281486,OK,INCLUDED_EXPLICIT_VALUE,5089068432975,OK,0.1556440760479141,0.16931793795821928,,,True,True,1,2025Q2,data/fundamentals/run_state/2026-07-17/normalized/AAA/income_statement.parquet,data/fundamentals/run_state/2026-07-17/normalized/AAA/balance_sheet.parquet,data/market_cap/2026-07-19/universe_market_cap.csv,Sprint 4 survivors + Sprint 3 normalized quarterly cache + calibrated KBS market cap,2026-07-17,OK,2026Q1,197149156816,-30230433432,30230433432,-36781588437,153668061513,2025Q4,101552618209,-35103755924,35103755924,-41039314130,78429315431,2025Q3,156177544852,-24230118284,24230118284,-27956912451,117554438469,2025Q2,211000328064,-36639398614,36639398614,-585294140,131689030063,32,22,True,True
VCS,HNX,XÂY DỰNG VÀ VẬT LIỆU,2026-07-20,5504000000000,OK,2026-07-17,2025-12-31,OK,,,0,OK,OK,OK,OK,785652780294,42772830724,828425611018,653298783228,2026Q1,546374508714,OK,101921605189,OK,798532997423,OK,0,OK,INCLUDED_EXPLICIT_VALUE,5353763116480,OK,0.15473706867379566,0.11869527311555232,,,True,True,0,,data/fundamentals/run_state/2026-07-17/normalized/VCS/income_statement.parquet,data/fundamentals/run_state/2026-07-17/normalized/VCS/balance_sheet.parquet,data/market_cap/2026-07-19/universe_market_cap.csv,Sprint 4 survivors + Sprint 3 normalized quarterly cache + calibrated KBS market cap,2026-07-17,OK,2026Q1,149516317785,-5054903575,5054903575,-6358419327,123413853713,2025Q4,223675620971,-14120001705,14120001705,-15120835731,185180256820,2025Q3,160954178509,-13367907948,13367907948,-17481229342,134607042468,2025Q2,251506663029,-10230017496,10230017496,-14251201638,210097630227,33,46,True,False
DP3,HNX,Y TẾ,2026-07-20,1324395872800,OK,2026-07-17,,OK,,,0,OK,OK,OK,OK,206261592204,1189665851,207451258055,166986914841,2026Q1,32818654940,OK,0,OK,3710094145,OK,0,OK,INCLUDED_EXPLICIT_VALUE,1353504433595,OK,0.15326972923464707,0.1260853482486026,,,True,True,0,,data/fundamentals/run_state/2026-07-17/normalized/DP3/income_statement.parquet,data/fundamentals/run_state/2026-07-17/normalized/DP3/balance_sheet.parquet,data/market_cap/2026-07-19/universe_market_cap.csv,Sprint 4 survivors + Sprint 3 normalized quarterly cache + calibrated KBS market cap,2026-07-17,OK,2026Q1,43537463962,-559720634,559720634,-582635982,34777782295,2025Q4,93062497029,-225185943,225185943,-230145463,77086354028,2025Q3,28841165126,-169555826,169555826,-169555826,23023568464,2025Q2,40820466087,-235203448,235203448,-296055747,32099210054,34,41,True,True
